MapName,PrimaryState,MapScale,DateOnMap,ImprintYear,LinktoMetadata,EditYear,PhotoRevisionYear,NoWoodlandTint,VisualVersionNumber,AerialPhotoYear,FieldCheckYear,PhotoInspectionYear,SurveyYear,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,SpecialPrinting,SpecialMap,ShadedRelief,Orthophoto,PubUsgs,PubArmyCorpEng,PubArmyMap,PubWarDept,PubMilitaryOther,PubForestServ,PubReclamation,PubBurLandMgmt,PubNatlParkServ,PubIndianAffairs,PubEpa,PubTennValleyAuth,PubUscommerce,Keywords,MapLanguage,DownloadGeoPDF
Priest Valley,CA,125000,1915,1943,299562,,,N,,,,,1913,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506159&quad=Priest Valley&state=CA&grid=30X30&series=Map GeoPDF
Priest Valley,CA,24000,1969,1973,294387,,,N,,1967,1969,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521199&quad=Priest Valley&state=CA&grid=7.5X7.5&series=Map GeoPDF
Priest Valley,CA,24000,1969,1980,294388,,,N,,1967,1969,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521201&quad=Priest Valley&state=CA&grid=7.5X7.5&series=Map GeoPDF
Priest Valley,CA,24000,1969,1984,101847,1984,1984,N,,1981,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521197&quad=Priest Valley&state=CA&grid=7.5X7.5&series=Map GeoPDF
Priest Valley,CA,62500,1941,,298678,,,N,,,,,1941,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503819&quad=Priest Valley&state=CA&grid=15X15&series=Map GeoPDF
Priest Valley,CA,62500,1944,,298679,,,N,,,,,1941,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503821&quad=Priest Valley&state=CA&grid=15X15&series=Map GeoPDF
Priest Valley,CA,62500,1956,1958,298680,,,N,,1950,1956,,1941,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503823&quad=Priest Valley&state=CA&grid=15X15&series=Map GeoPDF
Priest Valley,CA,62500,1956,1963,298681,,,N,,,1956,,1941,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503825&quad=Priest Valley&state=CA&grid=15X15&series=Map GeoPDF
Princeton,CA,31680,1918,,296439,,,N,,,,,1904,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499875&quad=Princeton&state=CA&grid=7.5X7.5&series=Map GeoPDF
Princeton,CA,24000,1952,1953,294390,,,N,,1949,,,1952,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521205&quad=Princeton&state=CA&grid=7.5X7.5&series=Map GeoPDF
Princeton,CA,24000,1952,1974,101848,,1973,N,,1973,,,1952,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521203&quad=Princeton&state=CA&grid=7.5X7.5&series=Map GeoPDF
Project City,CA,24000,1957,1958,294392,,,N,,1955,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521207&quad=City of Shasta Lake&state=CA&grid=7.5X7.5&series=Map GeoPDF
Project City,CA,24000,1957,1964,294393,,,N,,1955,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521209&quad=City of Shasta Lake&state=CA&grid=7.5X7.5&series=Map GeoPDF
Project City,CA,24000,1957,1970,294394,,1969,N,,1969,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521211&quad=City of Shasta Lake&state=CA&grid=7.5X7.5&series=Map GeoPDF
Project City,CA,24000,1957,1975,294395,,1969,N,,1969,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521213&quad=City of Shasta Lake&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prospect Peak,CA,24000,1985,1985,294396,1985,,N,,1980,1982,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521219&quad=Prospect Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prospect Peak,CA,24000,1995,1998,101849,,,N,,1993,1995,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521217&quad=Prospect Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prospect Peak,CA,62500,1957,1959,298684,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503829&quad=Prospect Peak&state=CA&grid=15X15&series=Map GeoPDF
Prospect Peak,CA,62500,1957,1961,298683,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503827&quad=Prospect Peak&state=CA&grid=15X15&series=Map GeoPDF
Prospect Peak,CA,62500,1957,1973,298685,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503831&quad=Prospect Peak&state=CA&grid=15X15&series=Map GeoPDF
Prospect Peak SE,CA,24000,1975,1981,294398,,,N,,1975,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,Quad,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521215&quad=Prospect Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1956,294400,,,N,,1952,,,1954,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521223&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1966,294401,,,N,,1952,,,1954,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521225&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1969,294402,,1968,N,,1968,,,1954,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521227&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1978,294403,,1968,N,,1975,,,1954,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521229&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1982,294404,1981,1981,N,,1978,,,1954,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521231&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Prunedale,CA,24000,1954,1994,101850,1993,1993,N,,1988,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521221&quad=Prunedale&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pt. Conception,CA,62500,1942,,298593,,,N,,1941,,,,NAD27,Polyconic,Y,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503833&quad=Point Conception&state=CA&grid=15X15&series=Map GeoPDF
Pulga,CA,24000,1979,1979,294410,1979,,N,1,1973,1974,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521237&quad=Pulga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pulga,CA,24000,1979,1979,294409,1979,,N,,1973,1974,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521235&quad=Pulga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pulga,CA,24000,1994,1998,101851,,,N,,1993,1994,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521233&quad=Pulga&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pulga,CA,62500,1957,1959,298688,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503837&quad=Pulga&state=CA&grid=15X15&series=Map GeoPDF
Pulga,CA,62500,1957,1965,298687,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503835&quad=Pulga&state=CA&grid=15X15&series=Map GeoPDF
Pulga,CA,62500,1957,1980,298689,,,N,,1951,1957,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503839&quad=Pulga&state=CA&grid=15X15&series=Map GeoPDF
Purdys Gardens,CA,24000,1958,1960,294411,,,N,,1957,1958,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521241&quad=Purdys Gardens&state=CA&grid=7.5X7.5&series=Map GeoPDF
Purdys Gardens,CA,24000,1958,1976,294412,,,N,,1975,1958,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521243&quad=Purdys Gardens&state=CA&grid=7.5X7.5&series=Map GeoPDF
Purdys Gardens,CA,24000,1958,1979,101852,,,N,,1957,1958,1975,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521239&quad=Purdys Gardens&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Hills,CA,31680,1943,1943,296440,,,N,,,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499877&quad=Pyramid Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Hills,CA,24000,1953,1956,294415,,,N,,1950,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521247&quad=Pyramid Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Hills,CA,24000,1953,1968,294416,,,N,,1950,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521249&quad=Pyramid Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Hills,CA,24000,1953,1976,294418,,1973,N,,1973,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521251&quad=Pyramid Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Hills,CA,24000,1994,1994,101853,1994,,N,,1988,1990,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521245&quad=Pyramid Hills&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,125000,1889,1954,299571,,,N,,,,,1889,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506177&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1891,1891,299563,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506161&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1895,1899,299564,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506163&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1895,,299565,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506165&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1905,299566,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506167&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1909,299567,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506169&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1913,299568,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506171&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1923,299569,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506173&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1932,299570,,,N,,,,,1889,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506175&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1940,299572,,,N,,,,,1889,Unstated,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506179&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,125000,1896,1947,299573,,,N,,,,,1889,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5506181&quad=Pyramid Peak&state=CA&grid=30X30&series=Map GeoPDF
Pyramid Peak,CA,24000,1955,1956,294424,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521263&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,24000,1955,1959,294422,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521259&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,24000,1955,1971,294419,,1969,N,,1969,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521255&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,24000,1955,1974,294423,,1969,N,,1969,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521261&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,24000,1992,1994,294420,1994,,N,1,1992,,,,NAD27,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521257&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Pyramid Peak,CA,24000,1992,1994,101854,1994,,N,,1992,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521253&quad=Pyramid Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quail Mountains,CA,62500,1948,1957,298691,,,N,,1948,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503843&quad=Quail Mountains&state=CA&grid=15X15&series=Map GeoPDF
Quail Mountains,CA,62500,1948,1966,298690,,,N,,1948,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503841&quad=Quail Mountains&state=CA&grid=15X15&series=Map GeoPDF
Quail Mountains,CA,62500,1951,,298693,,,N,,1948,1948,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503845&quad=Quail Mountains&state=CA&grid=15X15&series=Map GeoPDF
Quail Spring,CA,24000,1984,1984,294430,1984,,N,,1980,1981,,,NAD27,Universal Transverse Mercator,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521265&quad=Quail Spring&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quail Spring,CA,24000,1996,1999,294431,,,N,,1976,1981,1996,,NAD27,Transverse Mercator,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521267&quad=Quail Spring&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quartz Peak,CA,50000,2002,2004,296656,,,N,,,,,,NAD83,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5631019&quad=Quartz Peak&state=CA&grid=15X15&series=Map GeoPDF
Quartz Peak,CA,24000,1988,1988,101856,1988,,N,,1984,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521269&quad=Quartz Peak&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quartz Peak,CA,62500,1953,1954,298696,,,N,,1948,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503851&quad=Quartz Peak&state=CA&grid=15X15&series=Map GeoPDF
Quartz Peak,CA,62500,1953,1961,298695,,,N,,1948,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503849&quad=Quartz Peak&state=CA&grid=15X15&series=Map GeoPDF
Quartz Peak,CA,62500,1953,1971,298694,,,N,,1948,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503847&quad=Quartz Peak&state=CA&grid=15X15&series=Map GeoPDF
Quartz Peak,CA,62500,1953,1981,298697,,,N,,1948,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503853&quad=Quartz Peak&state=CA&grid=15X15&series=Map GeoPDF
Queen Mountain,CA,24000,1972,1975,294435,,,N,,1970,1972,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521277&quad=Queen Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Queen Mountain,CA,24000,1972,1994,294433,,,N,,1970,1972,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521273&quad=Queen Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Queen Mountain,CA,24000,1995,1998,294434,,,N,1,1970,,1995,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521275&quad=Queen Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Queen Mountain,CA,24000,1995,1998,101857,,,N,,1970,,1995,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521271&quad=Queen Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quien Sabe,CA,62500,1922,1942,298703,,,N,,,,,1918,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503859&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe,CA,62500,1922,1948,298704,,,N,,,,,1918,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503861&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe,CA,62500,1922,,298701,,,N,,,,,1918,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503855&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe,CA,62500,1940,1940,298702,,,N,,1939,,,,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503857&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe,CA,62500,1956,1958,298705,,,N,,,1956,,1918,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503863&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe,CA,62500,1956,1963,298706,,,N,,,1956,,1918,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503865&quad=Quien Sabe&state=CA&grid=15X15&series=Map GeoPDF
Quien Sabe Valley,CA,24000,1968,1971,101858,,,N,,1967,1968,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521279&quad=Quien Sabe Valley&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1950,1958,294441,,,N,,1946,1950,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521293&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1950,1965,294440,,,N,,1946,1950,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521291&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1950,1972,294442,,,N,,1946,1950,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521295&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
Quincy,CA,24000,1950,1977,294444,,1975,N,,1975,1950,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5521299&quad=Quincy&state=CA&grid=7.5X7.5&series=Map GeoPDF
